                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 2.6461,                 3.8292,                 1.0007,                0.88031,                0.11111,                0.16487,                0.08157,                 2.7913,                 2.9353,                0.99628,             0.00067764,             0.00067764,             0.00067764
                     14,                 2.5511,                 3.6018,                0.99035,                0.88031,                0.11111,                0.16487,                0.08157,                 2.7913,                 2.9353,                0.99628,             0.00067003,             0.00067003,             0.00067003
                     15,                 2.6879,                 3.6654,                0.97178,                0.88031,                0.11111,                0.16487,                0.08157,                 2.7913,                 2.9353,                0.99628,             0.00066242,             0.00066242,             0.00066242
                     16,                 2.5038,                 3.6536,                0.96971,                0.88031,                0.11111,                0.16487,                0.08157,                 2.7913,                 2.9353,                0.99628,              0.0006548,              0.0006548,              0.0006548
                     17,                 2.6074,                 3.6007,                0.96823,                0.97252,                 0.1176,                0.18604,                0.08596,                 2.7336,                 2.7446,                0.98756,             0.00064719,             0.00064719,             0.00064719
                     18,                 2.6033,                 3.3083,                0.95143,                0.97252,                 0.1176,                0.18604,                0.08596,                 2.7336,                 2.7446,                0.98756,             0.00063958,             0.00063958,             0.00063958
                     19,                 2.5218,                 3.4391,                0.97747,                0.97252,                 0.1176,                0.18604,                0.08596,                 2.7336,                 2.7446,                0.98756,             0.00063196,             0.00063196,             0.00063196
                     20,                 2.5705,                 3.4526,                0.97434,                0.97252,                 0.1176,                0.18604,                0.08596,                 2.7336,                 2.7446,                0.98756,             0.00062435,             0.00062435,             0.00062435
                     21,                 2.6336,                 3.4872,                0.99514,                0.96054,                   0.12,                0.26113,                0.12104,                 2.6096,                 2.6691,                0.97161,             0.00061674,             0.00061674,             0.00061674
                     22,                 2.5454,                 3.3723,                0.96454,                0.96054,                   0.12,                0.26113,                0.12104,                 2.6096,                 2.6691,                0.97161,             0.00060912,             0.00060912,             0.00060912
                     23,                 2.5413,                 3.3892,                0.94968,                0.96054,                   0.12,                0.26113,                0.12104,                 2.6096,                 2.6691,                0.97161,             0.00060151,             0.00060151,             0.00060151
                     24,                 2.5505,                 3.2292,                0.95591,                0.96054,                   0.12,                0.26113,                0.12104,                 2.6096,                 2.6691,                0.97161,              0.0005939,              0.0005939,              0.0005939
                     25,                  2.557,                 3.2966,                0.97181,                0.76624,                0.26222,                0.33153,                 0.1446,                 2.6124,                 2.5478,                0.96583,             0.00058629,             0.00058629,             0.00058629
                     26,                 2.4193,                 3.0513,                0.94981,                0.76624,                0.26222,                0.33153,                 0.1446,                 2.6124,                 2.5478,                0.96583,             0.00057867,             0.00057867,             0.00057867
                     27,                   2.55,                 3.0511,                0.93544,                0.76624,                0.26222,                0.33153,                 0.1446,                 2.6124,                 2.5478,                0.96583,             0.00057106,             0.00057106,             0.00057106
                     28,                  2.698,                  3.055,                 0.9599,                0.76624,                0.26222,                0.33153,                 0.1446,                 2.6124,                 2.5478,                0.96583,             0.00056345,             0.00056345,             0.00056345
                     29,                 2.4938,                 2.9709,                0.94221,                0.78755,                0.25778,                0.37586,                0.20913,                 2.6587,                 2.4539,                0.95656,             0.00055583,             0.00055583,             0.00055583
                     30,                 2.3513,                  2.929,                0.94525,                0.78755,                0.25778,                0.37586,                0.20913,                 2.6587,                 2.4539,                0.95656,             0.00054822,             0.00054822,             0.00054822
                     31,                 2.3612,                 2.9317,                0.94771,                0.78755,                0.25778,                0.37586,                0.20913,                 2.6587,                 2.4539,                0.95656,             0.00054061,             0.00054061,             0.00054061
                     32,                 2.4609,                  3.014,                0.93396,                0.78755,                0.25778,                0.37586,                0.20913,                 2.6587,                 2.4539,                0.95656,             0.00053299,             0.00053299,             0.00053299
                     33,                 2.6563,                 2.9946,                0.95704,                 0.8414,                0.24588,                0.48863,                0.27221,                 2.6429,                 2.2583,                0.94833,             0.00052538,             0.00052538,             0.00052538
                     34,                 2.5722,                 2.9453,                0.95368,                 0.8414,                0.24588,                0.48863,                0.27221,                 2.6429,                 2.2583,                0.94833,             0.00051777,             0.00051777,             0.00051777
                     35,                 2.4135,                 2.9426,                0.93736,                 0.8414,                0.24588,                0.48863,                0.27221,                 2.6429,                 2.2583,                0.94833,             0.00051015,             0.00051015,             0.00051015
                     36,                 2.5363,                 2.8762,                0.92952,                 0.8414,                0.24588,                0.48863,                0.27221,                 2.6429,                 2.2583,                0.94833,             0.00050254,             0.00050254,             0.00050254
                     37,                 2.5154,                 2.8495,                0.94348,                0.75008,                0.36889,                0.49302,                 0.2382,                 2.5448,                 2.1297,                0.93659,             0.00049493,             0.00049493,             0.00049493
                     38,                 2.4415,                 2.5543,                0.92137,                0.75008,                0.36889,                0.49302,                 0.2382,                 2.5448,                 2.1297,                0.93659,             0.00048732,             0.00048732,             0.00048732
                     39,                 2.3528,                 2.8099,                0.92945,                0.75008,                0.36889,                0.49302,                 0.2382,                 2.5448,                 2.1297,                0.93659,              0.0004797,              0.0004797,              0.0004797
                     40,                 2.3266,                 2.7314,                0.94363,                0.75008,                0.36889,                0.49302,                 0.2382,                 2.5448,                 2.1297,                0.93659,             0.00047209,             0.00047209,             0.00047209
                     41,                 2.5417,                 2.7543,                0.94916,                0.76948,                0.36444,                0.48853,                0.21592,                 2.4992,                 2.0582,                0.93418,             0.00046448,             0.00046448,             0.00046448
                     42,                 2.4801,                 2.5819,                0.91764,                0.76948,                0.36444,                0.48853,                0.21592,                 2.4992,                 2.0582,                0.93418,             0.00045686,             0.00045686,             0.00045686
                     43,                 2.3602,                 2.5889,                0.94996,                0.76948,                0.36444,                0.48853,                0.21592,                 2.4992,                 2.0582,                0.93418,             0.00044925,             0.00044925,             0.00044925
                     44,                 2.3115,                 2.5935,                0.93709,                0.76948,                0.36444,                0.48853,                0.21592,                 2.4992,                 2.0582,                0.93418,             0.00044164,             0.00044164,             0.00044164
                     45,                 2.3914,                 2.6684,                0.93174,                0.77563,                0.36076,                0.49776,                0.21405,                  2.511,                 2.0265,                0.94325,             0.00043402,             0.00043402,             0.00043402
                     46,                 2.3148,                  2.647,                0.91815,                0.77563,                0.36076,                0.49776,                0.21405,                  2.511,                 2.0265,                0.94325,             0.00042641,             0.00042641,             0.00042641
                     47,                 2.2896,                 2.4899,                0.93802,                0.77563,                0.36076,                0.49776,                0.21405,                  2.511,                 2.0265,                0.94325,              0.0004188,              0.0004188,              0.0004188
                     48,                 2.3101,                 2.4174,                0.92763,                0.77563,                0.36076,                0.49776,                0.21405,                  2.511,                 2.0265,                0.94325,             0.00041118,             0.00041118,             0.00041118
                     49,                  2.401,                 2.3685,                0.93081,                0.77248,                0.36444,                 0.5365,                0.20569,                 2.4901,                 2.0458,                0.94054,             0.00040357,             0.00040357,             0.00040357
                     50,                 2.3216,                 2.4487,                 0.9349,                0.77248,                0.36444,                 0.5365,                0.20569,                 2.4901,                 2.0458,                0.94054,             0.00039596,             0.00039596,             0.00039596
                     51,                 2.4891,                 2.4743,                0.91296,                0.77248,                0.36444,                 0.5365,                0.20569,                 2.4901,                 2.0458,                0.94054,             0.00038835,             0.00038835,             0.00038835
                     52,                 2.2936,                 2.4053,                0.93264,                0.77248,                0.36444,                 0.5365,                0.20569,                 2.4901,                 2.0458,                0.94054,             0.00038073,             0.00038073,             0.00038073
                     53,                 2.4126,                 2.4708,                0.92706,                 0.8419,                0.35556,                0.59306,                0.22283,                 2.4884,                 1.9833,                0.94559,             0.00037312,             0.00037312,             0.00037312
                     54,                 2.2307,                 2.3272,                0.91668,                 0.8419,                0.35556,                0.59306,                0.22283,                 2.4884,                 1.9833,                0.94559,             0.00036551,             0.00036551,             0.00036551
                     55,                 2.2446,                  2.382,                 0.9165,                 0.8419,                0.35556,                0.59306,                0.22283,                 2.4884,                 1.9833,                0.94559,             0.00035789,             0.00035789,             0.00035789
                     56,                 2.3888,                  2.492,                0.93331,                 0.8419,                0.35556,                0.59306,                0.22283,                 2.4884,                 1.9833,                0.94559,             0.00035028,             0.00035028,             0.00035028
                     57,                 2.3316,                 2.3247,                0.93761,                0.91535,                0.34212,                 0.7039,                0.26381,                 2.4645,                 1.9085,                0.94573,             0.00034267,             0.00034267,             0.00034267
                     58,                 2.1672,                 2.2938,                0.89893,                0.91535,                0.34212,                 0.7039,                0.26381,                 2.4645,                 1.9085,                0.94573,             0.00033505,             0.00033505,             0.00033505
                     59,                 2.1658,                 2.3116,                0.90245,                0.91535,                0.34212,                 0.7039,                0.26381,                 2.4645,                 1.9085,                0.94573,             0.00032744,             0.00032744,             0.00032744
                     60,                 2.2476,                  2.214,                 0.9043,                0.91535,                0.34212,                 0.7039,                0.26381,                 2.4645,                 1.9085,                0.94573,             0.00031983,             0.00031983,             0.00031983
                     61,                 2.3463,                 2.2813,                0.90256,                0.93867,                0.33333,                0.68392,                0.27933,                 2.4535,                 1.8608,                0.94284,             0.00031221,             0.00031221,             0.00031221
                     62,                 2.1873,                 2.2517,                0.91058,                0.93867,                0.33333,                0.68392,                0.27933,                 2.4535,                 1.8608,                0.94284,              0.0003046,              0.0003046,              0.0003046
                     63,                 2.1884,                 2.2712,                0.92131,                0.93867,                0.33333,                0.68392,                0.27933,                 2.4535,                 1.8608,                0.94284,             0.00029699,             0.00029699,             0.00029699
                     64,                 2.3319,                 2.2769,                0.91841,                0.93867,                0.33333,                0.68392,                0.27933,                 2.4535,                 1.8608,                0.94284,             0.00028937,             0.00028937,             0.00028937
                     65,                  2.263,                 2.2515,                0.92773,                0.95432,                0.33333,                0.68574,                0.28241,                 2.4062,                 1.8451,                0.93421,             0.00028176,             0.00028176,             0.00028176
                     66,                  2.379,                 2.2698,                0.90514,                0.95432,                0.33333,                0.68574,                0.28241,                 2.4062,                 1.8451,                0.93421,             0.00027415,             0.00027415,             0.00027415
                     67,                 2.2456,                 2.2891,                0.91632,                0.95432,                0.33333,                0.68574,                0.28241,                 2.4062,                 1.8451,                0.93421,             0.00026654,             0.00026654,             0.00026654
                     68,                 2.3473,                 2.1909,                0.89527,                0.95432,                0.33333,                0.68574,                0.28241,                 2.4062,                 1.8451,                0.93421,             0.00025892,             0.00025892,             0.00025892
                     69,                 2.3341,                 2.0372,                0.91866,                 0.7892,                0.46472,                0.68923,                0.33419,                 2.3358,                 1.7748,                0.92525,             0.00025131,             0.00025131,             0.00025131
                     70,                 2.2689,                 2.1574,                0.89902,                 0.7892,                0.46472,                0.68923,                0.33419,                 2.3358,                 1.7748,                0.92525,              0.0002437,              0.0002437,              0.0002437
                     71,                 2.2626,                 2.1487,                0.91913,                 0.7892,                0.46472,                0.68923,                0.33419,                 2.3358,                 1.7748,                0.92525,             0.00023608,             0.00023608,             0.00023608
                     72,                 2.3403,                 2.2538,                0.92036,                 0.7892,                0.46472,                0.68923,                0.33419,                 2.3358,                 1.7748,                0.92525,             0.00022847,             0.00022847,             0.00022847
                     73,                  2.088,                 2.1031,                0.90558,                0.82007,                0.46234,                0.75085,                0.37407,                 2.3077,                 1.7058,                  0.921,             0.00022086,             0.00022086,             0.00022086
                     74,                 2.1629,                 2.0255,                 0.9087,                0.82007,                0.46234,                0.75085,                0.37407,                 2.3077,                 1.7058,                  0.921,             0.00021324,             0.00021324,             0.00021324
                     75,                  2.335,                   2.12,                0.90556,                0.82007,                0.46234,                0.75085,                0.37407,                 2.3077,                 1.7058,                  0.921,             0.00020563,             0.00020563,             0.00020563
                     76,                 2.1424,                 2.0488,                0.90914,                0.82007,                0.46234,                0.75085,                0.37407,                 2.3077,                 1.7058,                  0.921,             0.00019802,             0.00019802,             0.00019802
                     77,                 2.5381,                 2.0499,                0.90526,                 0.8351,                0.45406,                0.77253,                0.41452,                 2.2589,                 1.6021,                0.91437,              0.0001904,              0.0001904,              0.0001904
                     78,                 2.2833,                 2.2449,                0.91382,                 0.8351,                0.45406,                0.77253,                0.41452,                 2.2589,                 1.6021,                0.91437,             0.00018279,             0.00018279,             0.00018279
                     79,                 2.3061,                 2.0482,                 0.9091,                 0.8351,                0.45406,                0.77253,                0.41452,                 2.2589,                 1.6021,                0.91437,             0.00017518,             0.00017518,             0.00017518
                     80,                 2.1933,                 2.0799,                0.88233,                 0.8351,                0.45406,                0.77253,                0.41452,                 2.2589,                 1.6021,                0.91437,             0.00016757,             0.00016757,             0.00016757
                     81,                  2.278,                 2.0115,                0.89973,                0.85188,                0.45473,                0.77269,                0.41472,                 2.2348,                 1.5683,                0.91177,             0.00015995,             0.00015995,             0.00015995
                     82,                  2.218,                 2.0002,                0.88665,                0.85188,                0.45473,                0.77269,                0.41472,                 2.2348,                 1.5683,                0.91177,             0.00015234,             0.00015234,             0.00015234
                     83,                 2.2334,                 1.8772,                0.89504,                0.85188,                0.45473,                0.77269,                0.41472,                 2.2348,                 1.5683,                0.91177,             0.00014473,             0.00014473,             0.00014473
                     84,                 2.0171,                 2.0107,                0.88612,                0.85188,                0.45473,                0.77269,                0.41472,                 2.2348,                 1.5683,                0.91177,             0.00013711,             0.00013711,             0.00013711
                     85,                 2.0264,                 1.8443,                  0.891,                0.86406,                0.45601,                0.82925,                0.46611,                 2.2101,                 1.5039,                0.91036,              0.0001295,              0.0001295,              0.0001295
                     86,                 2.1017,                  1.981,                 0.8869,                0.86406,                0.45601,                0.82925,                0.46611,                 2.2101,                 1.5039,                0.91036,             0.00012189,             0.00012189,             0.00012189
                     87,                 2.1673,                 1.9118,                0.89697,                0.86406,                0.45601,                0.82925,                0.46611,                 2.2101,                 1.5039,                0.91036,             0.00011427,             0.00011427,             0.00011427
                     88,                 2.2051,                 1.8896,                0.89434,                0.86406,                0.45601,                0.82925,                0.46611,                 2.2101,                 1.5039,                0.91036,             0.00010666,             0.00010666,             0.00010666
                     89,                 2.1334,                 1.8991,                0.88787,                0.88105,                0.45547,                0.83029,                0.44514,                  2.181,                 1.4334,                0.90861,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                 2.1593,                 1.8624,                0.89466,                0.88105,                0.45547,                0.83029,                0.44514,                  2.181,                 1.4334,                0.90861,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                 2.2125,                 1.8649,                0.89056,                0.88105,                0.45547,                0.83029,                0.44514,                  2.181,                 1.4334,                0.90861,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                 2.2352,                 1.9372,                0.89802,                0.88105,                0.45547,                0.83029,                0.44514,                  2.181,                 1.4334,                0.90861,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                 2.2134,                 1.9386,                  0.887,                0.87258,                0.45882,                0.82683,                0.47802,                 2.1934,                 1.4187,                 0.9077,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                 2.1998,                 1.9293,                0.87706,                0.87258,                0.45882,                0.82683,                0.47802,                 2.1934,                 1.4187,                 0.9077,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                 2.0495,                 1.6973,                0.88722,                0.87258,                0.45882,                0.82683,                0.47802,                 2.1934,                 1.4187,                 0.9077,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                 2.1775,                 1.8302,                0.88193,                0.87258,                0.45882,                0.82683,                0.47802,                 2.1934,                 1.4187,                 0.9077,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                 2.0796,                  1.782,                0.88382,                0.87679,                0.45984,                0.82942,                0.46648,                 2.2031,                 1.4089,                0.90855,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                 2.0649,                 1.5797,                0.85385,                0.87679,                0.45984,                0.82942,                0.46648,                 2.2031,                 1.4089,                0.90855,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                  2.158,                 1.7937,                0.89538,                0.87679,                0.45984,                0.82942,                0.46648,                 2.2031,                 1.4089,                0.90855,             2.2916e-05,             2.2916e-05,             2.2916e-05
